col_1:I,col_2:I,col_3:I,col_4:C,col_5:C,clo_6:T
786,537,472,YELLOW,v,0
786,463,528,GREEN,v,0
214,463,472,YELLOW,v,0
951,943,932,RED,o,1
951,57,932,GREEN,o,1
951,943,68,BLUE,o,1
49,943,932,YELLOW,o,1
964,947,932,RED,o,1
964,53,932,GREEN,o,1
964,947,68,BLUE,o,1
36,947,932,YELLOW,o,1
928,927,927,RED,o,1
928,73,927,GREEN,o,1
928,927,73,BLUE,o,1
72,927,927,YELLOW,o,1
57,464,821,BLUE,o,0
57,536,821,GREEN,o,0
57,464,179,GREEN,o,0
943,464,821,BLUE,o,0
959,967,934,RED,o,1
959,33,934,GREEN,o,1
959,967,66,BLUE,o,1
41,967,934,YELLOW,o,1
947,930,952,RED,o,1
947,70,952,GREEN,o,1
947,930,48,BLUE,o,1
53,930,952,YELLOW,o,1
962,959,968,RED,o,1
962,41,968,GREEN,o,1
962,959,32,BLUE,o,1
38,959,968,YELLOW,o,1
952,943,960,RED,o,1
952,57,960,GREEN,o,1
952,943,40,BLUE,o,1
48,943,960,YELLOW,o,1
946,945,956,RED,o,1
946,55,956,GREEN,o,1
946,945,44,BLUE,o,1
54,945,956,YELLOW,o,1
969,944,937,RED,o,1
969,56,937,GREEN,o,1
969,944,63,BLUE,o,1
31,944,937,YELLOW,o,1
944,962,955,RED,o,1
944,38,955,GREEN,o,1
944,962,45,BLUE,o,1
56,962,955,YELLOW,o,1
973,936,955,RED,o,1
973,64,955,GREEN,o,1
973,936,45,BLUE,o,1
27,936,955,YELLOW,o,1
972,953,960,RED,o,1
972,47,960,GREEN,o,1
972,953,40,BLUE,o,1
28,953,960,YELLOW,o,1
942,941,963,RED,o,1
942,59,963,GREEN,o,1
942,941,37,BLUE,o,1
58,941,963,YELLOW,o,1
967,948,966,RED,o,1
967,52,966,GREEN,o,1
967,948,34,BLUE,o,1
33,948,966,YELLOW,o,1
965,959,960,RED,o,1
965,41,960,GREEN,o,1
965,959,40,BLUE,o,1
35,959,960,YELLOW,o,1
954,968,977,RED,o,1
954,32,977,GREEN,o,1
954,968,23,BLUE,o,1
46,968,977,YELLOW,o,1
947,971,948,RED,o,1
947,29,948,GREEN,o,1
947,971,52,BLUE,o,1
53,971,948,YELLOW,o,1
958,967,971,RED,o,0
958,33,971,GREEN,o,0
958,967,29,BLUE,o,0
42,967,971,YELLOW,o,0
977,950,974,RED,o,1
977,50,974,GREEN,o,1
977,950,26,BLUE,o,1
23,950,974,YELLOW,o,1
957,970,952,RED,o,1
957,30,952,GREEN,o,1
957,970,48,BLUE,o,1
43,970,952,YELLOW,o,1
964,969,977,RED,o,1
964,31,977,GREEN,o,1
964,969,23,BLUE,o,1
36,969,977,YELLOW,o,1
981,950,975,RED,o,1
981,50,975,GREEN,o,1
981,950,25,BLUE,o,1
19,950,975,YELLOW,o,1
976,970,951,RED,o,1
976,30,951,GREEN,o,1
976,970,49,BLUE,o,1
24,970,951,YELLOW,o,1
961,966,979,RED,o,1
961,34,979,GREEN,o,1
961,966,21,BLUE,o,1
39,966,979,YELLOW,o,1
957,952,959,RED,o,1
957,48,959,GREEN,o,1
957,952,41,BLUE,o,1
43,952,959,YELLOW,o,1
971,984,957,RED,o,1
971,16,957,GREEN,o,1
971,984,43,BLUE,o,1
29,984,957,YELLOW,o,1
974,961,986,RED,o,1
974,39,986,GREEN,o,1
974,961,14,BLUE,o,1
26,961,986,YELLOW,o,1
989,970,984,RED,o,1
989,30,984,GREEN,o,1
989,970,16,BLUE,o,1
11,970,984,YELLOW,o,1
989,983,982,RED,o,1
989,17,982,GREEN,o,1
989,983,18,BLUE,o,1
11,983,982,YELLOW,o,1
964,991,958,RED,o,1
964,9,958,GREEN,o,1
964,991,42,BLUE,o,1
36,991,958,YELLOW,o,1
968,971,962,RED,o,1
968,29,962,GREEN,o,1
968,971,38,BLUE,o,1
32,971,962,YELLOW,o,1
988,961,982,RED,o,1
988,39,982,GREEN,o,1
988,961,18,BLUE,o,1
12,961,982,YELLOW,o,1
991,992,981,RED,o,1
991,8,981,GREEN,o,1
991,992,19,BLUE,o,1
9,992,981,YELLOW,o,1
994,964,963,RED,o,1
994,36,963,GREEN,o,1
994,964,37,BLUE,o,1
6,964,963,YELLOW,o,1
557,353,707,GREEN,v,0
557,647,707,GREEN,v,0
557,353,293,YELLOW,v,0
443,353,707,RED,v,0
961,972,987,RED,o,1
961,28,987,GREEN,o,1
961,972,13,BLUE,o,1
39,972,987,YELLOW,o,1
988,994,980,RED,o,1
988,6,980,GREEN,o,1
988,994,20,BLUE,o,1
12,994,980,YELLOW,o,1
970,999,964,RED,o,1
970,1,964,GREEN,o,1
970,999,36,BLUE,o,1
30,999,964,YELLOW,o,1
994,995,970,RED,o,1
994,5,970,GREEN,o,1
994,995,30,BLUE,o,1
6,995,970,YELLOW,o,1
973,992,994,RED,o,1
973,8,994,GREEN,o,1
973,992,6,BLUE,o,1
27,992,994,YELLOW,o,1
997,969,998,RED,o,1
997,31,998,GREEN,o,1
997,969,2,BLUE,o,1
3,969,998,YELLOW,o,1
967,968,980,RED,v,0
967,32,980,GREEN,v,0
967,968,20,BLUE,v,0
33,968,980,YELLOW,v,0
996,988,988,RED,o,1
996,12,988,GREEN,o,1
996,988,12,BLUE,o,1
4,988,988,YELLOW,o,1
994,977,1002,RED,o,1
994,23,1002,GREEN,o,1
994,977,-2,BLUE,o,1
6,977,1002,YELLOW,o,1
990,977,974,RED,o,1
990,23,974,GREEN,o,1
990,977,26,BLUE,o,1
10,977,974,YELLOW,o,1
588,608,759,GREEN,o,0
588,392,759,GREEN,o,0
588,608,241,GREEN,o,0
412,608,759,YELLOW,o,0
1009,985,982,RED,o,1
1009,15,982,GREEN,o,1
1009,985,18,BLUE,o,1
-9,985,982,YELLOW,o,1
984,982,978,RED,o,1
984,18,978,GREEN,o,1
984,982,22,BLUE,o,1
16,982,978,YELLOW,o,1
976,994,984,RED,o,1
976,6,984,GREEN,o,1
976,994,16,BLUE,o,1
24,994,984,YELLOW,o,1
250,80,794,RED,v,0
250,920,794,BLUE,v,0
250,80,206,GREEN,v,0
750,80,794,BLUE,v,0
976,1009,996,RED,o,1
976,-9,996,GREEN,o,1
976,1009,4,BLUE,o,1
24,1009,996,YELLOW,o,1
1015,992,986,RED,o,1
1015,8,986,GREEN,o,1
1015,992,14,BLUE,o,1
-15,992,986,YELLOW,o,1
1004,1015,986,RED,o,1
1004,-15,986,GREEN,o,1
1004,1015,14,BLUE,o,1
-4,1015,986,YELLOW,o,1
856,601,830,RED,o,0
856,399,830,GREEN,o,0
856,601,170,RED,o,0
144,601,830,BLUE,o,0
